list_id,list_name,list_url,list_tag,list_des
48427806,爆燃系高达(燃到世界的另一边！),http://p1.music.126.net/Bz5P7wSuvdhUxi5tBvf6YQ==/109951164510080126.jpg,"ACG,日语,轻音乐",一张歌单，一次燃起。听完歌单，让你爱上高达。高达粉必备不多说。。( 两个歌单的整合版已出，需要的童鞋...
51334093,爆燃高达世界（纪念我们逝去的世界）,http://p1.music.126.net/fgGdM_TCUjOZATPQ-jdysg==/109951164510045324.jpg,"日语,ACG,另类/独立",割舍不去的记忆，往昔的忆及，高达存在，来共同再次踏上高达的旅程吧！！（新推出的 高达olBGM vo...
929682565,高达Seed & Seed-Destiny 全OP、ED、IN,http://p1.music.126.net/n9V-WDoH4w9ZB-VrqTEtbA==/18913799021345110.jpg,"日语,影视原声,ACG",自用
2182752878,高达SEED （已排序）,http://p1.music.126.net/aPc4eG0QjSHQAvcZoYHP0Q==/109951166379299546.jpg,"日语,经典,ACG",机动战士高达seed《机动战士高达SEED》是高达系列在2002年至2003年度放映的动画。续作为《...
2508890112,机动战士高达SEED＋DESTINY全歌曲收录,http://p1.music.126.net/ufv9xRLyQsJoWjbfYKkbHg==/109951163864378125.jpg,"日语,影视原声,ACG",机动战士高达SEED＋SEED DESTINY和外传全歌曲收录，可能不全，欢迎补充。尽量更新至全歌单...
4885311733,EVA新世纪福音战士 OP/ED,http://p1.music.126.net/6PKIwS9mMMtaJQJfUUPoug==/109951164747737695.jpg,"日语,ACG,影视原声",EVA新世纪福音战士 OP/ED​仅为本人观点，不喜勿喷！！！仅为本人观点，不喜勿喷！！！仅为本人观...
5094069883,EVA新世纪福音战士“神曲”收录,http://p1.music.126.net/cWZwKpikV508DWiFRT7KaA==/109951165108867681.jpg,"ACG,影视原声,日语",简单集结EVA里各个被大多数人称为“神曲”的歌，以及BGM，以普遍EVA党认同好听的曲子为标准，不定...
973893132,EVA新世纪福音战士神曲收录,http://p1.music.126.net/zfRpiaoZtZ-Hm8gm9fPt6A==/109951165024518432.jpg,"影视原声,ACG,日语",EVA，神曲典藏
5454993952,one last kiss（eva音乐补完计划/已补完）,http://p2.music.126.net/JML7LmXucX_i0zuJFIRK5w==/109951165819174127.jpg,"ACG,日语,流行",把能找到的eva歌曲都找了（）先这样了，有缺的以后再加op/ed/插曲/配乐/其他“勇敢的少年快去创...
147189762,最好听的动漫音乐排行榜,http://p2.music.126.net/rV-C_Bhjesuk3F2gCOW11A==/109951168656301869.jpg,"日语,学习,ACG",排行不分先后，全歌单无凑数，后面也有很好听的歌喔~
4962282363,评论数最多的动漫音乐TOP100（长期更新）,http://p2.music.126.net/wm6evsS2JgXRIQzNFBMSLw==/109951164892650215.jpg,"日语,榜单,ACG",非官方，个人整理。只收录网易云中评论数最多的动漫音乐TOP100，无游戏，翻唱，同人音乐等。如有排序...
8149642331,2023年4月新番音乐合集 四月新番更新中,http://p2.music.126.net/j3zcZIPdQs528OFIPPdTVg==/109951168566354189.jpg,"日语,ACG,影视原声",此歌单为2023年四月/4月新番音乐合集新番表原作者:nagatoyuc歌单封面转自:《我推的孩子》...
361628379,2023新番动漫歌曲（历年动漫歌曲全收录）,http://p1.music.126.net/mxhXcrBAi095l9VCC9Kr0w==/109951168539893060.jpg,"ACG,日语,流行",2023新的一年个人收录（包括近几年所有的动漫歌曲)希望大家多多收藏
5058561137,milet/真夜/美波/夜鹿/YOASOBI,http://p1.music.126.net/AwJeDzS5NS_xLRK_AlZXoQ==/109951165053102766.jpg,"流行,日语",平成末年四大新人美波/ずっと真夜中でいいのに。/ヨルシカ/milet 令和初代YOASOBImlie...
5482180634,《86-不存在的战区/地域-》原声集,http://p2.music.126.net/rq249VpPq0E5Lsvo73rJdA==/109951167171861067.jpg,"日语,ACG,影视原声",注:此歌单包括第一季和第二季原声原作：安里朝都插画：SHIRABI/机设：Ⅰ-Ⅳ(电击文库/Kado...
2112164721,『日漫 二次元』那些无法跳过的op ed,http://p2.music.126.net/7NsV2GjXG7L1mVTwNS7gqw==/109951168151480862.jpg,"日语,ACG,夜晚",封面经常会换！！有好听的歌曲要私信我鸭！最近在学日语，一起学习也可以私我。fufufufufu
5030927354,86-不存在的战区【全收录】,http://p2.music.126.net/sZmXL46Jzk8pkNih5mny9A==/109951165669075562.jpg,"日语,ACG,影视原声",为了抵御已经灭亡的“帝国”所遗留下的无人兵器“军团”的侵略，圣玛格诺利亚共和国“研发”出了无人兵器与...
2671625537,「日·燃」置之低谷以崛起，置之死地而后生,http://p2.music.126.net/rIiO4c6eLFEoyzF7msdknA==/109951163916127381.jpg,"日语,兴奋,ACG",挽狂澜于既倒，扶大厦之将倾！以圣剑的名义，进击！
84479081,Fate系列歌曲精选,http://p2.music.126.net/NquP5Z82P3TzTqmjyuIKPw==/109951163042922417.jpg,"日语,ACG",献给所以热爱Fate系列的人
106281844,Fate／Zero 原声精选,http://p2.music.126.net/GyW20a_p0o1ir2_0R5_iAg==/3256753442501764.jpg,ACG,fate zero里的精品bgm
5482180634,《86-不存在的战区/地域-》原声集,http://p2.music.126.net/rq249VpPq0E5Lsvo73rJdA==/109951167171861067.jpg,"日语,ACG,影视原声",注:此歌单包括第一季和第二季原声原作：安里朝都插画：SHIRABI/机设：Ⅰ-Ⅳ(电击文库/Kado...
5030927354,86-不存在的战区【全收录】,http://p2.music.126.net/sZmXL46Jzk8pkNih5mny9A==/109951165669075562.jpg,"日语,ACG,影视原声",为了抵御已经灭亡的“帝国”所遗留下的无人兵器“军团”的侵略，圣玛格诺利亚共和国“研发”出了无人兵器与...
6706372682,《86-不存在的战区 》原声集,http://p2.music.126.net/chuHkJ1KKf2ER02iK0gT7w==/109951165881513899.jpg,"日语,ACG,影视原声",“如果有一天，你来到了我们所抵达的场所，可否为我们送上一束花呢？”……“因为现在的我还没有抵达这里，...
3162090874,舰伥兼，旅行者，开拓者歌单,http://p2.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
2920245106,现在是---琪亚娜时间,http://p2.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
2763642633,布洛妮娅最可爱了，板鸭天下第一,http://p2.music.126.net/bNt_d1A-6SJZXZ8pn1hIkw==/109951164801366710.jpg,"游戏,ACG,流行",是板鸭在唱歌给你听噢（ᗜ ‸ ᗜ)————————————————食用指南：奶憨：小鸭鸭御憨：大鸭鸭
3162090874,舰伥兼，旅行者，开拓者歌单,http://p2.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
2920245106,现在是---琪亚娜时间,http://p2.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3207470019,为了世界上所有的美好而战！！,http://p2.music.126.net/puZoXpSkjIWBT9o0lOettA==/109951168488764377.jpg,"华语,欧美,日语",6年的时光转瞬即逝，陪伴了5年的故事已经结束。从前那个幼稚的我也已长大成人。谢谢崩坏三，谢谢这些女孩...
886812815,令人中毒的日本歌曲,http://p1.music.126.net/O--4oilXONKyFGBbhDUEsw==/109951168153822565.jpg,"日语,流行,治愈",请认真倾听，本人经常听日本动漫歌曲，可以关注我哦！谢谢！
7832473054,「日系|ACG」上万首歌中的精选，循环式沉浸,http://p1.music.126.net/fWegNFk7oIFCXcuB4qEgRQ==/109951168538494404.jpg,"日语,游戏,ACG",晚安，架子。早安，未来。到底是什么时候呢……?听歌已经成为了能够一直前进下去的动力。很喜欢日语歌曲的...
4896001885,ACG音乐（新番实时更新）,http://p1.music.126.net/gPwK05EEgMx9hE5hIXoiRA==/109951166518760881.jpg,"日语,ACG,影视原声",个人根据自己的追番列表整理的歌单，收录有各ACG作品中的op ed 插曲 ost 角色歌等其中歌曲的...
3162090874,舰伥兼，旅行者，开拓者歌单,http://p2.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
2920245106,现在是---琪亚娜时间,http://p2.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3207470019,为了世界上所有的美好而战！！,http://p2.music.126.net/puZoXpSkjIWBT9o0lOettA==/109951168488764377.jpg,"华语,欧美,日语",6年的时光转瞬即逝，陪伴了5年的故事已经结束。从前那个幼稚的我也已长大成人。谢谢崩坏三，谢谢这些女孩...
7033116630,原子之心 Atomic Heart 预告片和游戏音乐,http://p1.music.126.net/BI5WI6dJ9FzQqLx89qKHPA==/109951167816678820.jpg,"游戏,经典,80后",●01-05:游戏中最经典的五首插曲和预告音乐●06-22:《原子之心》官方音乐集vol.01●23...
7646398065,原子之心 Atomic Heart 游戏原声/插曲,http://p1.music.126.net/3NZ3BZcjbq5UC5WPSrG-kg==/109951168419681073.jpg,"游戏,ACG",官方原声带Vol.2已更新—————————苏联题材科幻动作游戏《原子之心》已于2月21日登陆PC/...
8185951440,【原子之心Atomic Heart】游戏原声带全收录,http://p1.music.126.net/v5gOLf_PUMcz8PNm75DPOg==/109951168370934583.jpg,"欧美,游戏",【官方原声带已更新Vol.1】欢迎来到奇妙的乌托邦世界。在这里，人类与忠诚热情的机器人和谐共处，生活...
4885311733,EVA新世纪福音战士 OP/ED,http://p1.music.126.net/6PKIwS9mMMtaJQJfUUPoug==/109951164747737695.jpg,"日语,ACG,影视原声",EVA新世纪福音战士 OP/ED​仅为本人观点，不喜勿喷！！！仅为本人观点，不喜勿喷！！！仅为本人观...
5454993952,one last kiss（eva音乐补完计划/已补完）,http://p1.music.126.net/JML7LmXucX_i0zuJFIRK5w==/109951165819174127.jpg,"ACG,日语,流行",把能找到的eva歌曲都找了（）先这样了，有缺的以后再加op/ed/插曲/配乐/其他“勇敢的少年快去创...
2733943066,【日系】高燃动漫神曲,http://p1.music.126.net/tYT0J_Oqoc9PAukBFcRVew==/109951164101127139.jpg,"日语,兴奋,运动",完善ing
5482180634,《86-不存在的战区/地域-》原声集,http://p1.music.126.net/rq249VpPq0E5Lsvo73rJdA==/109951167171861067.jpg,"日语,ACG,影视原声",注:此歌单包括第一季和第二季原声原作：安里朝都插画：SHIRABI/机设：Ⅰ-Ⅳ(电击文库/Kado...
5030927354,86-不存在的战区【全收录】,http://p1.music.126.net/sZmXL46Jzk8pkNih5mny9A==/109951165669075562.jpg,"日语,ACG,影视原声",为了抵御已经灭亡的“帝国”所遗留下的无人兵器“军团”的侵略，圣玛格诺利亚共和国“研发”出了无人兵器与...
6706372682,《86-不存在的战区 》原声集,http://p1.music.126.net/chuHkJ1KKf2ER02iK0gT7w==/109951165881513899.jpg,"日语,ACG,影视原声",“如果有一天，你来到了我们所抵达的场所，可否为我们送上一束花呢？”……“因为现在的我还没有抵达这里，...
5482180634,《86-不存在的战区/地域-》原声集,http://p1.music.126.net/rq249VpPq0E5Lsvo73rJdA==/109951167171861067.jpg,"日语,ACG,影视原声",注:此歌单包括第一季和第二季原声原作：安里朝都插画：SHIRABI/机设：Ⅰ-Ⅳ(电击文库/Kado...
5030927354,86-不存在的战区【全收录】,http://p1.music.126.net/sZmXL46Jzk8pkNih5mny9A==/109951165669075562.jpg,"日语,ACG,影视原声",为了抵御已经灭亡的“帝国”所遗留下的无人兵器“军团”的侵略，圣玛格诺利亚共和国“研发”出了无人兵器与...
6706372682,《86-不存在的战区 》原声集,http://p1.music.126.net/chuHkJ1KKf2ER02iK0gT7w==/109951165881513899.jpg,"日语,ACG,影视原声",“如果有一天，你来到了我们所抵达的场所，可否为我们送上一束花呢？”……“因为现在的我还没有抵达这里，...
2280719644,拔剑神曲、核爆神曲、变身神曲、爆衣神曲…,http://p1.music.126.net/4wRUcwKgjm9eeQdNZNUELw==/109951163536354585.jpg,"日语,流行,ACG",个人收集的一些在动漫上比较火歌曲的歌曲，如果有大家想添加的歌曲可以在评论区里说出来，本人看到会更改或...
423423182,超时空要塞 MACROSS 全系列歌曲精选,http://p1.music.126.net/NTOiDxzg4kFZgnDGWF-QgQ==/1371091013054610.jpg,"日语,ACG",收录作品《Macross △》，《Macross Friontier》，《Macross Zero》...
2099495937,火影忍者ヽ美依礼芽ヽ日语,http://p1.music.126.net/W0O0Y5CcyOC3-F1RED2Xvw==/109951163536467786.jpg,"日语,流行,电子",美依礼芽核爆神曲火影忍者
3162090874,舰伥兼，旅行者，开拓者歌单,http://p1.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
2920245106,现在是---琪亚娜时间,http://p1.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3207470019,为了世界上所有的美好而战！！,http://p1.music.126.net/puZoXpSkjIWBT9o0lOettA==/109951168488764377.jpg,"华语,欧美,日语",6年的时光转瞬即逝，陪伴了5年的故事已经结束。从前那个幼稚的我也已长大成人。谢谢崩坏三，谢谢这些女孩...
5269453086,「Hip-hop研究所」潮酷出街丨开启你的Swag,http://p2.music.126.net/946c83afhfEMe2wJomUuXg==/109951165361809222.jpg,"欧美,说唱,另类/独立",律动的节奏感，带动你的神经，在炫酷的氛围中找到精神共鸣。嘻哈是一种力量，诞生自阴影中，象征着美好的未...
3086694743,APEX/节奏说唱/和faide一起在碎片鬼叫,http://p2.music.126.net/d596fOw9JB8HkQ6yrWjnLg==/109951166305370656.jpg,"说唱,游戏,欧美",还在派派里坐牢吗？享受歌单轻松易大山！成为莎小将无畏夺取空投里主播用过的巴特雷，冲到敌人面前使用铝热...
6883618134,【节奏控】一秒心动专属欧美精选,http://p2.music.126.net/XisyPBfEDGL-LuWm-yc19g==/109951166216216506.jpg,"欧美,流行,清新",等我死了 墓碑上得整个二维码 扫出来就是这首歌
4962282363,评论数最多的动漫音乐TOP100（长期更新）,http://p2.music.126.net/wm6evsS2JgXRIQzNFBMSLw==/109951164892650215.jpg,"日语,榜单,ACG",非官方，个人整理。只收录网易云中评论数最多的动漫音乐TOP100，无游戏，翻唱，同人音乐等。如有排序...
872823430,好听不腻的日语歌单,http://p2.music.126.net/PhSeQnR884ZEzfPxrfFh8A==/19216164718926608.jpg,"日语,流行,学习",『听一首沁人心脾的好歌洗去尘世的劳累』——————————————————歌单是自己精挑细选的日本歌...
923150699,『日系风』戴上耳机—渐入佳境,http://p2.music.126.net/jzOq4WmsQArz4yHEZh8wjg==/109951163037977029.jpg,"日语,清新,校园",悲（かな）しみの海（うみ）に沈（しず）んだ私（わたし）ka na shi mi no u mi ni...
7564984225,致逐火十三英桀——因你而在的故事,http://p2.music.126.net/PsUUXyBzptsEj7ZxLOcp-A==/109951167773385851.jpg,"电子,运动,游戏",英雄不会死去，他们的意志会一代代继承下去！因此，只要有人能铭记他们的故事，他们就一直存续着，从未离去...
833795159,加油啊！奥托大人！（含游戏原声，看简介）,http://p2.music.126.net/nDTMaLc92fPD5CYkMuDrvA==/109951163532443123.jpg,"游戏,ACG",有一种信念叫琪亚娜，有一种御姐叫芽衣，有一种冷漠叫布洛妮娅，有一种成熟叫无量塔姬子，有一种无敌叫八重...
3109647052,致郁 纯音乐：享受孤独 安静 沉默,http://p2.music.126.net/9l8kAB-RcoaUMvNONqdufw==/109951165185112337.jpg,"New Age,夜晚,孤独",无聊至极的世界，永恒不变的虚无。梦想、希望、感情终会消散于时间的磨损；可怜、可悲、可恨的你我，也只能...
2536281167,『Gal』美少女万华镜OST全收录,http://p2.music.126.net/eC5zeSUzeOJZt4MKG5IZ1g==/109951165024831867.jpg,"轻音乐,治愈,ACG",缺少的欢迎米娜桑在评论区补充，20.5.29第五部理と迷宫の少女已发售。
96080522,『露初雪』美少女万华镜 音乐集,http://p2.music.126.net/DQPnfG-j09_R1wK575j1yw==/109951164517693934.jpg,"日语,影视原声,ACG",想不想窥视下由美少女编织的万花筒世界？美少女万华镜 -呪われし伝说の少女- （ -被诅咒之传说少女-...
3104964130,『美少女万华镜』莲华美如画,http://p2.music.126.net/DXvsH0H6PwamDX9nepYR7Q==/109951166029885141.jpg,"日语,游戏,ACG",《美少女万华镜》是由ωstar社制作并发售的超自然官能AVG游戏。该游戏于2011年12月29日在P...
2920245106,现在是---琪亚娜时间,http://p1.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3162090874,舰伥兼，旅行者，开拓者歌单,http://p1.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
5158763937,「末日三问」原声集,http://p2.music.126.net/WNbdE6g1QXWnB2tdj1EjVw==/109951165712275461.jpg,"日语,怀旧,ACG",末日时在做什么？有没有空？可以来拯救吗？想要歌曲的可以私信哟~
988457821,ACG燃曲丨心脏永远倒数着生命的极限,http://p2.music.126.net/DznupdwXPZUEqS3qf0MTXw==/19128203788841755.jpg,"日语,ACG,流行",封面:TV动画《末日时在做什么？有没有空？可以来拯救吗？》截取画面末日时我在...............
2295020219,「ACG催泪」听其前奏，泪已不止,http://p2.music.126.net/_4G0dMZVieYPqYjXlQFg6g==/109951163557710768.jpg,"日语,ACG,治愈",治愈系动漫就像是一杯苦茗不像红茶那样香醇，也不像茉莉花茶一样芳香只有一点淡淡的苦涩唯有细细品味那种苦...
995215101,建议改为：万恶之源,http://p1.music.126.net/2dlp-QNid_VDRxNlMGulaw==/109951164985830435.jpg,快乐,超慢速补充中，有建议加入的歌曲可以评论或私信我
3162090874,舰伥兼，旅行者，开拓者歌单,http://p1.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
2581081753,整 活 曲（先辈の赞赏）,http://p1.music.126.net/QrPsBFbsgoP4MmmsG1VsYg==/109951165200937723.jpg,"下午茶,影视原声,放松",注:此歌单将哲学♂，大粪等放一起仅仅只是给自己方便整理并整活，这几个分区并没有关联，望这个歌单不会成...
7564984225,致逐火十三英桀——因你而在的故事,http://p1.music.126.net/PsUUXyBzptsEj7ZxLOcp-A==/109951167773385851.jpg,"电子,运动,游戏",英雄不会死去，他们的意志会一代代继承下去！因此，只要有人能铭记他们的故事，他们就一直存续着，从未离去...
7012635110,Phigros 3.1.0 全曲目收录,http://p1.music.126.net/rDbx5nWDntzrdYAO3WRgvw==/109951168572111372.jpg,"游戏,电子,ACG",阅读简介和B站Phigros官方近期公告查看最新资讯！【请勿在收录曲评论区内发表ky/引战/虚空出警...
6716336101,Phigros 3.1.0 | OVERRAPID精选集 更新,http://p2.music.126.net/CFj2gfFGxtXQEkb8mfJPKA==/109951168576788844.jpg,"电子,游戏,ACG",点击此处展开并查看简介详情☞◆◆◆请勿在歌曲评论下过度dssq，ky等行为◆◆◆◆◆◆请勿在歌曲评论...
2778408564,【Phigros】游戏原声（详情见简介）,http://p2.music.126.net/wN6garotKdFx5AHDea5lPQ==/109951168560483435.jpg,"游戏,电子",Phigros新版本更新歌曲现已添加！（歌单里没有的就是歌曲未上架哦）歌单目前已精简，想要听收录曲其...
2920245106,现在是---琪亚娜时间,http://p2.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3162090874,舰伥兼，旅行者，开拓者歌单,http://p2.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
3207470019,为了世界上所有的美好而战！！,http://p2.music.126.net/puZoXpSkjIWBT9o0lOettA==/109951168488764377.jpg,"华语,欧美,日语",6年的时光转瞬即逝，陪伴了5年的故事已经结束。从前那个幼稚的我也已长大成人。谢谢崩坏三，谢谢这些女孩...
156314359,【东方幻乐集】致曾经带我们入坑的神曲,http://p2.music.126.net/Zyayjx86fL_8kVZYDvNu9Q==/3400789470244467.jpg,"日语,轻音乐,ACG",東方幻乐集系列第一弹致曾经带我们入坑的神曲～打开记忆门扉，想起那未曾忘却的回忆～一个创业20年从未商...
368842448,【999 评论】东方Project系列神曲,http://p2.music.126.net/tFxxaxrnOkTHUjCFN4Gchg==/18642219650098243.jpg,"日语,经典,治愈",※※※※※※※※※【999 评论】东方Project神曲※※※※※※※※※●欢迎来到众神眷恋的幻想乡...
10602549,東方百首神曲集,http://p2.music.126.net/7sZ5WjNooQZ53-JHiTClkw==/6062707115744662.jpg,"日语,轻音乐,ACG",怪力乱神静海现，月都飘摇鬼神殇。神龙八贤分天地，巫女博丽终乱世。科学世纪信仰绝，人妖永隔幻想乡。梦想...
2920245106,现在是---琪亚娜时间,http://p1.music.126.net/OZKRcd_TlrorsOla-I2FnQ==/109951164840466893.jpg,"游戏,兴奋,感动",每个人都有想要守护的东西这和强弱无关即使再弱的人也可以想方设法保护自己重要的宝物那一刻你就是世界上最...
3162090874,舰伥兼，旅行者，开拓者歌单,http://p1.music.126.net/B0p-4wasR062tPXCIYmEvQ==/109951168636147727.jpg,"ACG,游戏,治愈",欢迎收听「伥」歌单。无论你是在驾驶休伯利安的舰长，还是在提瓦特冒险的旅行者，或者乘坐星穹列车的开拓者...
3207470019,为了世界上所有的美好而战！！,http://p1.music.126.net/puZoXpSkjIWBT9o0lOettA==/109951168488764377.jpg,"华语,欧美,日语",6年的时光转瞬即逝，陪伴了5年的故事已经结束。从前那个幼稚的我也已长大成人。谢谢崩坏三，谢谢这些女孩...
8298594259,2023年4月新番音乐排行榜（已排序）,http://p1.music.126.net/SAwOuRmq85mIWluwatjHyA==/109951168556380064.jpg,"日语,ACG,榜单",按评论数排序
8149642331,2023年4月新番音乐合集 四月新番更新中,http://p1.music.126.net/j3zcZIPdQs528OFIPPdTVg==/109951168566354189.jpg,"日语,ACG,影视原声",此歌单为2023年四月/4月新番音乐合集新番表原作者:nagatoyuc歌单封面转自:《我推的孩子》...
2710085173,2023年四月新番动漫(4月),http://p1.music.126.net/Q6YMLzPq8Ydf0WMEG8RQ7w==/109951168539233913.jpg,"日语,影视原声,ACG",续作：鬼灭之刃 锻刀村篇魔法使的新娘2机动战士高达 水星的魔女为美好的世界献上爆炎石纪元3国王排名 ...
7348930222,進擊の巨人全四季OP/ED超燃的神插曲合集,http://p2.music.126.net/Sm-9nboQTHL_UqK9LM63zA==/109951168687039641.jpg,"日语,ACG",动漫《进击的巨人》Attack on Titan/全四季OP/ED/原声合集/歌单已排序上下分为VI...
6623894440,『進撃的巨人』op+ed+ost已排序,http://p2.music.126.net/mLHFbhcoZdEQS99JEsR5kw==/109951165744944349.jpg,"日语,ACG",全四季OP+ED已排序部分精选OST
923150699,『日系风』戴上耳机—渐入佳境,http://p2.music.126.net/jzOq4WmsQArz4yHEZh8wjg==/109951163037977029.jpg,"日语,清新,校园",悲（かな）しみの海（うみ）に沈（しず）んだ私（わたし）ka na shi mi no u mi ni...
